"","currency","year","rate"
"954","ESP ","2000","0.005551"
"955","ESP ","1999","0.006406"
"956","ESP ","1998","0.006686"
"957","ESP ","1997","0.006856"
"958","ESP ","1996","0.008003"
"959","ESP ","1995","0.008116"
"960","ESP ","1994","0.007498"
"961","ESP ","1993","0.007897"
"962","ESP ","1992","0.009812"
"963","ESP ","1991","0.009637"
"964","ESP ","1990","0.009812"
"965","ESP ","1989","0.008456"
"966","ESP ","1988","0.008602"
"967","ESP ","1987","0.008121"
"968","ESP ","1986","0.007156"
"969","ESP ","1985","0.005901"
"970","ESP ","1984","0.006237"
"971","ESP ","1983","0.007001"
"972","ESP ","1982","0.009137"
"973","ESP ","1981","0.010880"
"974","ESP ","1980","0.013978"
"975","ESP ","1979","0.014909"
"976","ESP ","1978","0.013093"
"977","ESP ","1977","0.013282"
"978","ESP ","1976","0.014971"
"979","ESP ","1975","0.017436"
"980","ESP ","1974","0.017367"
"981","ESP ","1973","0.017218"
"982","ESP ","1972","0.015569"
"983","ESP ","1971","0.014464"
"984","ESP ","1970","0.014355"
"985","ESP ","1969","0.014317"
"986","ESP ","1968","0.014352"
"987","ESP ","1967","0.016418"
"988","ESP ","1966","0.016688"
"989","ESP ","1965","0.016697"
"990","ESP ","1964","0.016705"
"991","ESP ","1963","0.016698"
"992","ESP ","1962","0.016667"
"993","ESP ","1961","0.016667"
"994","ESP ","1960","0.016667"
"995","NZD ","2017","0.715530"
"996","NZD ","2016","0.697655"
"997","NZD ","2015","0.699228"
"998","NZD ","2014","0.830699"
"999","NZD ","2013","0.820051"
"1000","NZD ","2012","0.809943"
"1001","NZD ","2011","0.791651"
"1002","NZD ","2010","0.721790"
"1003","NZD ","2009","0.636312"
"1004","NZD ","2008","0.714069"
"1005","NZD ","2007","0.736312"
"1006","NZD ","2006","0.649237"
"1007","NZD ","2005","0.704381"
"1008","NZD ","2004","0.664513"
"1009","NZD ","2003","0.582315"
"1010","NZD ","2002","0.464595"
"1011","NZD ","2001","0.420581"
"1012","NZD ","2000","0.456427"
"1013","NZD ","1999","0.529173"
"1014","NZD ","1998","0.535588"
"1015","NZD ","1997","0.664447"
"1016","NZD ","1996","0.696995"
"1017","NZD ","1995","0.663705"
"1018","NZD ","1994","0.595535"
"1019","NZD ","1993","0.541823"
"1020","NZD ","1992","0.538441"
"1021","NZD ","1991","0.577944"
"1022","NZD ","1990","0.595636"
"1023","NZD ","1989","0.597965"
"1024","NZD ","1988","0.655291"
"1025","NZD ","1987","0.593426"
"1026","NZD ","1986","0.524438"
"1027","NZD ","1985","0.498503"
"1028","NZD ","1984","0.578047"
"1029","NZD ","1983","0.667787"
"1030","NZD ","1982","0.750904"
"1031","NZD ","1981","0.868386"
"1032","NZD ","1980","0.973687"
"1033","NZD ","1979","1.021832"
"1034","NZD ","1978","1.036415"
"1035","NZD ","1977","0.969297"
"1036","NZD ","1976","0.991269"
"1037","NZD ","1975","1.209867"
"1038","NZD ","1974","1.398957"
"1039","NZD ","1973","1.359128"
"1040","NZD ","1972","1.193485"
"1041","NZD ","1971","1.137257"
"1042","NZD ","1970","1.120000"
"1043","NZD ","1969","1.120000"
"1044","NZD ","1968","1.120000"
"1045","NZD ","1967","1.363019"
"1046","NZD ","1966","1.390445"
"1047","NZD ","1965","1.390445"
"1048","NZD ","1964","1.390445"
"1049","NZD ","1963","1.390445"
"1050","NZD ","1962","1.390445"
"1051","NZD ","1961","1.397596"
"1052","NZD ","1960","1.399996"
"1053","BRL ","2017","0.315347"
"1054","BRL ","2016","0.288770"
"1055","BRL ","2015","0.304531"
"1056","BRL ","2014","0.426195"
"1057","BRL ","2013","0.465257"
"1058","BRL ","2012","0.513917"
"1059","BRL ","2011","0.599180"
"1060","BRL ","2010","0.568917"
"1061","BRL ","2009","0.507527"
"1062","BRL ","2008","0.555809"
"1063","BRL ","2007","0.515753"
"1064","BRL ","2006","0.460051"
"1065","BRL ","2005","0.413384"
"1066","BRL ","2004","0.342389"
"1067","BRL ","2003","0.325636"
"1068","BRL ","2002","0.353702"
"1069","BRL ","2001","0.427045"
"1070","BRL ","2000","0.546394"
"1071","BRL ","1999","0.555233"
"1072","BRL ","1998","0.860126"
"1073","BRL ","1997","0.930461"
"1074","BRL ","1996","1.008970"
"1075","BRL ","1995","1.111260"
"1076","BRL ","1994","1.603501"
"1077","BRL ","1993","25.280684"
"1078","BRL ","1992","495.289497"
"1079","BRL ","1991","5168.006305"
"1080","BRL ","1990","36057.568063"
"1081","BRL ","1989","789354.445948"
"1082","BRL ","1988","11853841.165211"
